taxon_oid	Genome.Name	Status	Domain	Taxon.Object.ID	NCBI.Taxon.ID	Phylum	Class	Gene.Count	GC	Genome.Size
2716884864	Bacillus amyloliquefaciens RD7-7	Finished	Bacteria	2716884864	1390	Firmicutes	Bacilli	3721	0.46	3688209
651053002	Bacillus amyloliquefaciens TA208	Finished	Bacteria	651053002	999891	Firmicutes	Bacilli	4177	0.46	3937511
2687453289	Bacillus amyloliquefaciens UMAF6614	Finished	Bacteria	2687453289	1434324	Firmicutes	Bacilli	3942	0.46	4005145
2687453264	Bacillus amyloliquefaciens UMAF6639	Finished	Bacteria	2687453264	1333538	Firmicutes	Bacilli	3979	0.46	4034636
2511231180	Bacillus amyloliquefaciens XH7	Finished	Bacteria	2511231180	1034836	Firmicutes	Bacilli	4286	0.46	3939203
2540341129	Bacillus amyloliquefaciens Y2	Finished	Bacteria	2540341129	1126211	Firmicutes	Bacilli	4352	0.46	4238624
640753005	Bacillus amyloliquefaciens plantarum FZB42	Finished	Bacteria	640753005	326423	Firmicutes	Bacilli	3814	0.46	3918589
2636415799	Bacillus amyloliquefaciens plantarum NAU-B3	Finished	Bacteria	2636415799	1385727	Firmicutes	Bacilli	4230	0.46	4196170
2654587976	Bacillus amyloliquefaciens plantarum NAU-B3 null replaces 81671	Finished	Bacteria	2654587976	1385727	Firmicutes	Bacilli	4239	0.46	4204608
2636415949	Bacillus amyloliquefaciens plantarum NJN6	Finished	Bacteria	2636415949	1458206	Firmicutes	Bacilli	4045	0.47	4052546
2597490114	Bacillus anthracis 2000031021	Finished	Bacteria	2597490114	1392	Firmicutes	Bacilli	5602	0.35	5331737
2634166487	Bacillus anthracis 2002013094	Finished	Bacteria	2634166487	1392	Firmicutes	Bacilli	5969	0.35	5601083
2597489977	Bacillus anthracis 52-G	Finished	Bacteria	2597489977	1412844	Firmicutes	Bacilli	5837	0.35	5504444
2597489971	Bacillus anthracis 8903-G	Finished	Bacteria	2597489971	1412843	Firmicutes	Bacilli	5838	0.35	5504767
2597489974	Bacillus anthracis 9080-G	Finished	Bacteria	2597489974	1412842	Firmicutes	Bacilli	5879	0.35	5508663
643692005	Bacillus anthracis A0248	Finished	Bacteria	643692005	592021	Firmicutes	Bacilli	5418	0.35	5503926
2667527537	Bacillus anthracis A1144	Finished	Bacteria	2667527537	1392	Firmicutes	Bacilli	5854	0.35	5477055
2558860236	Bacillus anthracis A16	Finished	Bacteria	2558860236	743835	Firmicutes	Bacilli	6099	0.35	5504501
2558860177	Bacillus anthracis A16R	Finished	Bacteria	2558860177	673518	Firmicutes	Bacilli	6046	0.35	5409446
637000014	Bacillus anthracis Ames	Finished	Bacteria	637000014	198094	Firmicutes	Bacilli	5545	0.35	5227293
2627853831	Bacillus anthracis Ames A0462	Finished	Bacteria	2627853831	1392	Firmicutes	Bacilli	5897	0.35	5503909
637000013	Bacillus anthracis Ames Ancestor A2084	Finished	Bacteria	637000013	261594	Firmicutes	Bacilli	5853	0.35	5503926
2627853679	Bacillus anthracis Ames_BA00018	Finished	Bacteria	2627853679	1392	Firmicutes	Bacilli	5900	0.35	5503972
2639762891	Bacillus anthracis BA1015	Finished	Bacteria	2639762891	1392	Firmicutes	Bacilli	5890	0.35	5491185
2627853729	Bacillus anthracis BA1035	Finished	Bacteria	2627853729	1392	Firmicutes	Bacilli	5878	0.35	5487255
2597490031	Bacillus anthracis BFV	Finished	Bacteria	2597490031	1392	Firmicutes	Bacilli	5856	0.35	5504355
643692006	Bacillus anthracis CDC 684	Finished	Bacteria	643692006	568206	Firmicutes	Bacilli	6031	0.35	5506763
2639762758	Bacillus anthracis Canadian_bison	Finished	Bacteria	2639762758	1392	Firmicutes	Bacilli	5897	0.35	5505775
2597490166	Bacillus anthracis Cvac02	Finished	Bacteria	2597490166	1392	Firmicutes	Bacilli	5754	0.35	5227170
2513237215	Bacillus anthracis H9401	Finished	Bacteria	2513237215	768494	Firmicutes	Bacilli	5917	0.35	5495471
2588253743	Bacillus anthracis HYU01	Finished	Bacteria	2588253743	1436724	Firmicutes	Bacilli	5617	0.35	5490124
2597490165	Bacillus anthracis Han	Finished	Bacteria	2597490165	1392	Firmicutes	Bacilli	5892	0.35	5225433
2630968618	Bacillus anthracis K3	Finished	Bacteria	2630968618	1392	Firmicutes	Bacilli	5900	0.35	5504993
2639762949	Bacillus anthracis Larissa	Finished	Bacteria	2639762949	1392	Firmicutes	Bacilli	5608	0.35	5226878
2654588018	Bacillus anthracis Larissa null replaces 81825	Finished	Bacteria	2654588018	1392	Firmicutes	Bacilli	5893	0.35	5503288
2627854105	Bacillus anthracis NR-1041	Finished	Bacteria	2627854105	1392	Firmicutes	Bacilli	5671	0.35	5322244
2636415687	Bacillus anthracis Ohio ACB	Finished	Bacteria	2636415687	1392	Firmicutes	Bacilli	5893	0.35	5498337
2627854013	Bacillus anthracis PAK-1	Finished	Bacteria	2627854013	1392	Firmicutes	Bacilli	5775	0.35	5403381
2728369363	Bacillus anthracis PR01	Finished	Bacteria	2728369363	1392	Firmicutes	Bacilli	5610	0.35	5228656
2721755516	Bacillus anthracis PR02	Finished	Bacteria	2721755516	1392	Firmicutes	Bacilli	5610	0.35	5228657
2718217708	Bacillus anthracis PR05	Finished	Bacteria	2718217708	1392	Firmicutes	Bacilli	5610	0.35	5228658
2718218276	Bacillus anthracis PR06	Finished	Bacteria	2718218276	1392	Firmicutes	Bacilli	5610	0.35	5228656
2721755635	Bacillus anthracis PR07	Finished	Bacteria	2721755635	1392	Firmicutes	Bacilli	5606	0.35	5227094
2721755634	Bacillus anthracis PR08	Finished	Bacteria	2721755634	1392	Firmicutes	Bacilli	5606	0.35	5227091
2718218142	Bacillus anthracis PR09-1	Finished	Bacteria	2718218142	1392	Firmicutes	Bacilli	5608	0.35	5227060
2718217711	Bacillus anthracis PR09-4	Finished	Bacteria	2718217711	1392	Firmicutes	Bacilli	5607	0.35	5227090
2718218319	Bacillus anthracis PR10-4	Finished	Bacteria	2718218319	1392	Firmicutes	Bacilli	5608	0.35	5227079
2721755515	Bacillus anthracis Parent1	Finished	Bacteria	2721755515	1392	Firmicutes	Bacilli	5610	0.35	5228660
2718218316	Bacillus anthracis Parent2	Finished	Bacteria	2718218316	1392	Firmicutes	Bacilli	5608	0.35	5227092
2627853693	Bacillus anthracis Pasteur	Finished	Bacteria	2627853693	1392	Firmicutes	Bacilli	5695	0.35	5294803
2630968468	Bacillus anthracis Pollino	Finished	Bacteria	2630968468	1392	Firmicutes	Bacilli	5896	0.35	5503835
2627853614	Bacillus anthracis RA3	Finished	Bacteria	2627853614	1392	Firmicutes	Bacilli	5889	0.35	5489869
2630968928	Bacillus anthracis SK-102	Finished	Bacteria	2630968928	1392	Firmicutes	Bacilli	5891	0.35	5505665
2597490108	Bacillus anthracis STI	Finished	Bacteria	2597490108	1392	Firmicutes	Bacilli	5734	0.35	5409096
2563366594	Bacillus anthracis SVA11	Finished	Bacteria	2563366594	1392837	Firmicutes	Bacilli	5905	0.35	5487517
2684622605	Bacillus anthracis Stendal	Finished	Bacteria	2684622605	1392	Firmicutes	Bacilli	5895	0.35	5503446
637000015	Bacillus anthracis Sterne	Finished	Bacteria	637000015	260799	Firmicutes	Bacilli	5521	0.35	5228663
2721755638	Bacillus anthracis Tangail-1	Finished	Bacteria	2721755638	1392	Firmicutes	Bacilli	5957	0.35	5503799
2718218369	Bacillus anthracis Tyrol 4675	Finished	Bacteria	2718218369	1392	Firmicutes	Bacilli	5943	0.35	5504043
2597490111	Bacillus anthracis Vollum	Finished	Bacteria	2597490111	261591	Firmicutes	Bacilli	5840	0.35	5506189
2634166493	Bacillus anthracis Vollum 1B	Finished	Bacteria	2634166493	1392	Firmicutes	Bacilli	5897	0.35	5506626
2597490107	Bacillus anthracis delta Sterne	Finished	Bacteria	2597490107	1392	Firmicutes	Bacilli	5582	0.35	5226650
2627854208	Bacillus anthracis str. Sterne	Finished	Bacteria	2627854208	260799	Firmicutes	Bacilli	5799	0.35	5409120
2636415735	Bacillus anthracis str. Turkey32	Finished	Bacteria	2636415735	1452727	Firmicutes	Bacilli	5902	0.35	5505298
2645728089	Bacillus anthracis str. V770-NP-1R	Finished	Bacteria	2645728089	1449979	Firmicutes	Bacilli	5791	0.35	5410397
649633009	Bacillus atrophaeus 1942	Finished	Bacteria	649633009	720555	Firmicutes	Bacilli	4282	0.43	4168266
2634166470	Bacillus atrophaeus NRS 1221A	Finished	Bacteria	2634166470	1452	Firmicutes	Bacilli	4239	0.43	4174830
2597490137	Bacillus atrophaeus globigii BSS	Finished	Bacteria	2597490137	1529886	Firmicutes	Bacilli	4207	0.43	4174560
2636415661	Bacillus bombysepticus Wang	Finished	Bacteria	2636415661	1330043	Firmicutes	Bacilli	5884	0.35	5873592
649633010	Bacillus cellulosilyticus N-4, DSM 2522	Finished	Bacteria	649633010	649639	Firmicutes	Bacilli	4443	0.37	4681672
643692007	Bacillus cereus 03BB102	Finished	Bacteria	643692007	572264	Firmicutes	Bacilli	5767	0.35	5449308
2630968749	Bacillus cereus 03BB102	Finished	Bacteria	2630968749	572264	Firmicutes	Bacilli	5667	0.35	5448107
2636415615	Bacillus cereus 03BB108	Finished	Bacteria	2636415615	451709	Firmicutes	Bacilli	6333	0.35	6068729
2627853885	Bacillus cereus 03BB87	Finished	Bacteria	2627853885	1396	Firmicutes	Bacilli	5949	0.35	5718945
2627853898	Bacillus cereus 3A	Finished	Bacteria	2627853898	1396	Firmicutes	Bacilli	5871	0.35	5642300
2574180268	Bacillus cereus A1	Finished	Bacteria	2574180268	1396	Firmicutes	Bacilli	5691	0.35	5667342
643348510	Bacillus cereus AH187 (F4810/72)	Finished	Bacteria	643348510	405534	Firmicutes	Bacilli	5903	0.36	5599857
643348511	Bacillus cereus AH820	Finished	Bacteria	643348511	405535	Firmicutes	Bacilli	5941	0.35	5588834
637000016	Bacillus cereus ATCC 10987	Finished	Bacteria	637000016	222523	Firmicutes	Bacilli	6126	0.35	5432652
637000017	Bacillus cereus ATCC 14579	Finished	Bacteria	637000017	226900	Firmicutes	Bacilli	5513	0.35	5427083
2684623095	Bacillus cereus ATCC 4342 Genome sequencing	Finished	Bacteria	2684623095	526977	Firmicutes	Bacilli	5484	0.35	5306298
643348512	Bacillus cereus B4264	Finished	Bacteria	643348512	405532	Firmicutes	Bacilli	5557	0.35	5419036
2684623168	Bacillus cereus CMCC P0011	Finished	Bacteria	2684623168	1396	Firmicutes	Bacilli	6142	0.35	6097988
2687453133	Bacillus cereus CMCC P0021	Finished	Bacteria	2687453133	1396	Firmicutes	Bacilli	6140	0.35	6112892
2630968303	Bacillus cereus D17	Finished	Bacteria	2630968303	1454382	Firmicutes	Bacilli	5870	0.35	5590358
2636415708	Bacillus cereus E33L	Finished	Bacteria	2636415708	288681	Firmicutes	Bacilli	6037	0.35	5846781
637000018	Bacillus cereus E33L (ZK)	Finished	Bacteria	637000018	288681	Firmicutes	Bacilli	5886	0.35	5843235
2513237193	Bacillus cereus F837/76	Finished	Bacteria	2513237193	347495	Firmicutes	Bacilli	5609	0.35	5288498
2623620578	Bacillus cereus FM1 ((phylogroup III-12))	Finished	Bacteria	2623620578	1396	Firmicutes	Bacilli	5748	0.35	5697763
2639762914	Bacillus cereus FORC_005	Finished	Bacteria	2639762914	1396	Firmicutes	Bacilli	5449	0.35	5349617
2687453493	Bacillus cereus FORC_013	Finished	Bacteria	2687453493	1396	Firmicutes	Bacilli	5836	0.35	5678662
2718218248	Bacillus cereus FORC_024	Finished	Bacteria	2718218248	1396	Firmicutes	Bacilli	5517	0.35	5430118
2561511153	Bacillus cereus FRI-35	Finished	Bacteria	2561511153	1217984	Firmicutes	Bacilli	5580	0.35	5382319
2585427646	Bacillus cereus FT9	Finished	Bacteria	2585427646	1396	Firmicutes	Bacilli	4405	0.36	5223665
2634166461	Bacillus cereus G9241	Finished	Bacteria	2634166461	269801	Firmicutes	Bacilli	5886	0.35	5720073
643348513	Bacillus cereus G9842	Finished	Bacteria	643348513	405531	Firmicutes	Bacilli	5994	0.35	5736823
2687453537	Bacillus cereus HN001	Finished	Bacteria	2687453537	1396	Firmicutes	Bacilli	6167	0.35	5980834
2718218071	Bacillus cereus ISSFR-3F	Finished	Bacteria	2718218071	1396	Firmicutes	Bacilli	5618	0.35	5340399
2718217759	Bacillus cereus ISSFR-9F	Finished	Bacteria	2718217759	1396	Firmicutes	Bacilli	5638	0.35	5341010
2721755449	Bacillus cereus JEM-2	Finished	Bacteria	2721755449	1396	Firmicutes	Bacilli	5599	0.35	5324171
2511231081	Bacillus cereus NC7401	Finished	Bacteria	2511231081	334406	Firmicutes	Bacilli	5900	0.36	5552031
2639762825	Bacillus cereus NJ-W	Finished	Bacteria	2639762825	1396	Firmicutes	Bacilli	5481	0.35	5370032
2654587987	Bacillus cereus NJ-W null replaces 98183	Finished	Bacteria	2654587987	1396	Firmicutes	Bacilli	5513	0.35	5398511
643348514	Bacillus cereus Q1	Finished	Bacteria	643348514	361100	Firmicutes	Bacilli	5621	0.35	5506207
2627853723	Bacillus cereus S2-8	Finished	Bacteria	2627853723	1396	Firmicutes	Bacilli	5867	0.35	5642468
648028007	Bacillus cereus bv. anthracis CI	Finished	Bacteria	648028007	637380	Firmicutes	Bacilli	5723	0.35	5486649
640753006	Bacillus cereus cytotoxis NVH 391-98	Finished	Bacteria	640753006	315749	Firmicutes	Bacilli	4250	0.36	4094159
637000019	Bacillus clausii KSM-K16	Finished	Bacteria	637000019	66692	Firmicutes	Bacilli	4261	0.45	4303871
650716010	Bacillus coagulans 2-6	Finished	Bacteria	650716010	941639	Firmicutes	Bacilli	3052	0.47	3073079
2503242012	Bacillus coagulans 36D1, ATCC PTA-5827 (Bacillus coagulans 36D1 UF finished)	Finished	Bacteria	2503242012	345219	Firmicutes	Bacilli	3449	0.46	3552226
2718217745	Bacillus coagulans BC-HY1	Finished	Bacteria	2718217745	1398	Firmicutes	Bacilli	3564	0.46	3599077
2630968645	Bacillus coagulans DSM 1 = ATCC 7050	Finished	Bacteria	2630968645	1121088	Firmicutes	Bacilli	3469	0.47	3366995
2684623182	Bacillus coagulans HM-08	Finished	Bacteria	2684623182	1398	Firmicutes	Bacilli	3615	0.46	3624641
2636415844	Bacillus coagulans S-lac	Finished	Bacteria	2636415844	1398	Firmicutes	Bacilli	3679	0.46	3694837
2651869764	Bacillus gobiensis FJAT-4402	Finished	Bacteria	2651869764	1441095	Firmicutes	Bacilli	4772	0.4	4597707
637000020	Bacillus halodurans C-125	Finished	Bacteria	637000020	272558	Firmicutes	Bacilli	4239	0.44	4202352
2554235446	Bacillus infantis NRRL B-14911	Finished	Bacteria	2554235446	1367477	Firmicutes	Bacilli	5179	0.46	4884713
2585427654	Bacillus lehensis G1	Finished	Bacteria	2585427654	1246626	Firmicutes	Bacilli	4108	0.4	3993073
2551306715	Bacillus licheniformis 9945A	Finished	Bacteria	2551306715	766760	Firmicutes	Bacilli	4341	0.46	4376305
639279303	Bacillus licheniformis DSM 13 Goettingen	Finished	Bacteria	639279303	279010	Firmicutes	Bacilli	4356	0.46	4222645
639279304	Bacillus licheniformis DSM 13 Novozymes	Finished	Bacteria	639279304	279010	Firmicutes	Bacilli	4420	0.46	4222334
646564507	Bacillus megaterium DSM 319	Finished	Bacteria	646564507	592022	Firmicutes	Bacilli	5248	0.38	5097447
2627854068	Bacillus megaterium NBRC 15308 = ATCC 14581	Finished	Bacteria	2627854068	1348623	Firmicutes	Bacilli	6062	0.38	5746640
2639763007	Bacillus megaterium Q3	Finished	Bacteria	2639763007	1452722	Firmicutes	Bacilli	5380	0.38	5153539
2654588034	Bacillus megaterium Q3 null replaces 81752	Finished	Bacteria	2654588034	1452722	Firmicutes	Bacilli	5458	0.38	5229799
646564508	Bacillus megaterium QM B1551	Finished	Bacteria	646564508	545693	Firmicutes	Bacilli	5788	0.38	5523192
2511231161	Bacillus megaterium WSH-002	Finished	Bacteria	2511231161	1006007	Firmicutes	Bacilli	5493	0.38	5075293
2585427643	Bacillus methanolicus MGA3	Finished	Bacteria	2585427643	796606	Firmicutes	Bacilli	3424	0.39	3425208
2687453572	Bacillus methylotrophicus B25	Finished	Bacteria	2687453572	492670	Firmicutes	Bacilli	3790	0.47	3862757
2645727538	Bacillus methylotrophicus JJ-D34	Finished	Bacteria	2645727538	492670	Firmicutes	Bacilli	4149	0.46	4105955
2630968707	Bacillus methylotrophicus JS25R	Finished	Bacteria	2630968707	492670	Firmicutes	Bacilli	3945	0.46	4014440
2645727638	Bacillus methylotrophicus UCMB5036	Finished	Bacteria	2645727638	1150475	Firmicutes	Bacilli	3866	0.47	3910324
2617270854	Bacillus methylotrophicus YJ11-1-4	Finished	Bacteria	2617270854	492670	Firmicutes	Bacilli	3963	0.46	4006637
2639763152	Bacillus methylotrophicus YJ11-1-4	Finished	Bacteria	2639763152	492670	Firmicutes	Bacilli	3987	0.46	4006637
2740892493	Bacillus muralis G25-68	Finished	Bacteria	2740892493	264697	Firmicutes	Bacilli	5193	0.42	5107751
2597490127	Bacillus mycoides 219298	Finished	Bacteria	2597490127	1405	Firmicutes	Bacilli	5787	0.36	5675302
2623621012	Bacillus mycoides ATCC 6462	Finished	Bacteria	2623621012	1405	Firmicutes	Bacilli	5851	0.35	5637053
2684623143	Bacillus paralicheniformis BL-09	Finished	Bacteria	2684623143	1648923	Firmicutes	Bacilli	4459	0.46	4388022
646311908	Bacillus pseudofirmus OF4	Finished	Bacteria	646311908	398511	Firmicutes	Bacilli	4434	0.4	4249248
2565956572	Bacillus pumilus B6033	Finished	Bacteria	2565956572	1408	Firmicutes	Bacilli	3807	0.41	3763493
2718217762	Bacillus pumilus C4	Finished	Bacteria	2718217762	1408	Firmicutes	Bacilli	3787	0.41	3659360
2728369406	Bacillus pumilus GLB197	Finished	Bacteria	2728369406	1408	Firmicutes	Bacilli	3923	0.42	3740896
2648501153	Bacillus pumilus GR-8	Finished	Bacteria	2648501153	1408	Firmicutes	Bacilli	3814	0.41	3674849
2654588042	Bacillus pumilus GR-8 null replaces 81770	Finished	Bacteria	2654588042	1408	Firmicutes	Bacilli	3821	0.41	3681784
2687453204	Bacillus pumilus NJ-M2	Finished	Bacteria	2687453204	1408	Firmicutes	Bacilli	3955	0.41	3793419
2718218480	Bacillus pumilus NJ-V	Finished	Bacteria	2718218480	1408	Firmicutes	Bacilli	3958	0.41	3792999
2684623086	Bacillus pumilus NJ-V2	Finished	Bacteria	2684623086	1408	Firmicutes	Bacilli	3953	0.41	3787818
640753007	Bacillus pumilus SAFR-032	Finished	Bacteria	640753007	315750	Firmicutes	Bacilli	3823	0.41	3704465
2687453109	Bacillus pumilus SH-B11	Finished	Bacteria	2687453109	1408	Firmicutes	Bacilli	3997	0.41	3860091
2684623153	Bacillus pumilus SH-B9	Finished	Bacteria	2684623153	1408	Firmicutes	Bacilli	4051	0.41	3878815
2684623054	Bacillus pumilus TUAT1	Finished	Bacteria	2684623054	1408	Firmicutes	Bacilli	3878	0.41	3723433
2639762762	Bacillus pumilus W3 (unscreened)	Finished	Bacteria	2639762762	1408	Firmicutes	Bacilli	3896	0.41	3745123
2684623094	Bacillus pumilus ku-bf1	Finished	Bacteria	2684623094	1408	Firmicutes	Bacilli	3713	0.42	3745118
2721755586	Bacillus safensis KCTC 12796BP L056	Finished	Bacteria	2721755586	561879	Firmicutes	Bacilli	4152	0.41	3972564
646564509	Bacillus selenitireducens MLS10	Finished	Bacteria	646564509	439292	Firmicutes	Bacilli	3420	0.49	3592487
2671180330	Bacillus simplex SH-B26	Finished	Bacteria	2671180330	1478	Firmicutes	Bacilli	5592	0.4	5521719
2636415811	Bacillus smithii DSM 4216	Finished	Bacteria	2636415811	1479	Firmicutes	Bacilli	3427	0.41	3368778
2654588021	Bacillus smithii DSM 4216 null replaces 81704	Finished	Bacteria	2654588021	1479	Firmicutes	Bacilli	3450	0.41	3381292
2506520047	Bacillus sp. 1NLA3E	Finished	Bacteria	2506520047	666686	Firmicutes	Bacilli	4833	0.38	4815602
2721755821	Bacillus sp. ABP14	Finished	Bacteria	2721755821	1892404	Firmicutes	Bacilli	5362	0.35	5152566
2718218445	Bacillus sp. B25(2016b)	Finished	Bacteria	2718218445	1868655	Firmicutes	Bacilli	5295	0.35	5113413
2639763045	Bacillus sp. BH072	Finished	Bacteria	2639763045	1570330	Firmicutes	Bacilli	4028	0.46	4069641
2651869648	Bacillus sp. BS34A	Finished	Bacteria	2651869648	1409	Firmicutes	Bacilli	4386	0.43	4233615
2645727787	Bacillus sp. FJAT-18017	Finished	Bacteria	2645727787	1705566	Firmicutes	Bacilli	5114	0.42	5265381
2648501746	Bacillus sp. FJAT-22090	Finished	Bacteria	2648501746	1581038	Firmicutes	Bacilli	4359	0.36	4215291
2718218328	Bacillus sp. H15-1	Finished	Bacteria	2718218328	1856406	Firmicutes	Bacilli	4408	0.46	4162101
2675903372	Bacillus sp. IHB B 7164	Finished	Bacteria	2675903372	1827146	Firmicutes	Bacilli	5299	0.38	5036631
2513237216	Bacillus sp. JS	Finished	Bacteria	2513237216	1127744	Firmicutes	Bacilli	4363	0.44	4120406
2636415571	Bacillus sp. LM 4-2	Finished	Bacteria	2636415571	1628753	Firmicutes	Bacilli	4143	0.44	4069266
2627853737	Bacillus sp. Pc3 (contamination screened)	Finished	Bacteria	2627853737	1446792	Firmicutes	Bacilli	3932	0.46	3982168
2684623176	Bacillus sp. SDLI1	Finished	Bacteria	2684623176	1774743	Firmicutes	Bacilli	4205	0.46	4134042
2630968715	Bacillus sp. WP8	Finished	Bacteria	2630968715	756828	Firmicutes	Bacilli	3818	0.42	3708888
2597490167	Bacillus sp. X1(2014)	Finished	Bacteria	2597490167	1565991	Firmicutes	Bacilli	3613	0.38	3422674
2645727745	Bacillus sp. YP1	Finished	Bacteria	2645727745	1574141	Firmicutes	Bacilli	4227	0.44	4153566
2718218152	Bacillus subtilis 29R	Finished	Bacteria	2718218152	1423	Firmicutes	Bacilli	4569	0.43	4204050
2636415870	Bacillus subtilis 916	Finished	Bacteria	2636415870	1423	Firmicutes	Bacilli	3931	0.47	3981674
2627853700	Bacillus subtilis ATCC 13952	Finished	Bacteria	2627853700	1423	Firmicutes	Bacilli	4048	0.46	3876276
2630968642	Bacillus subtilis ATCC 19217	Finished	Bacteria	2630968642	1423	Firmicutes	Bacilli	3838	0.46	3959897
2639763167	Bacillus subtilis B-1	Finished	Bacteria	2639763167	1423	Firmicutes	Bacilli	3894	0.47	3941346
2558860255	Bacillus subtilis BEST7003	Finished	Bacteria	2558860255	1204342	Firmicutes	Bacilli	4133	0.44	4043042
2540341124	Bacillus subtilis BEST7613	Finished	Bacteria	2540341124	1204343	Firmicutes	Bacilli	7430	0.46	7585470
2645728053	Bacillus subtilis BS49	Finished	Bacteria	2645728053	1423	Firmicutes	Bacilli	4405	0.43	4251652
649633011	Bacillus subtilis BSn5	Finished	Bacteria	649633011	936156	Firmicutes	Bacilli	4258	0.44	4093599
2634166386	Bacillus subtilis HJ5	Finished	Bacteria	2634166386	1453990	Firmicutes	Bacilli	4067	0.44	4012933
2721755777	Bacillus subtilis J5	Finished	Bacteria	2721755777	1423	Firmicutes	Bacilli	4169	0.46	4117900
2636415596	Bacillus subtilis KCTC 1028	Finished	Bacteria	2636415596	1136873	Firmicutes	Bacilli	4369	0.44	4215633
2721755581	Bacillus subtilis KH2	Finished	Bacteria	2721755581	1423	Firmicutes	Bacilli	4578	0.43	4212430
2721755585	Bacillus subtilis MJ01	Finished	Bacteria	2721755585	1423	Firmicutes	Bacilli	4201	0.44	4108293
2558309080	Bacillus subtilis PY79	Finished	Bacteria	2558309080	1415167	Firmicutes	Bacilli	4257	0.44	4033459
2518645535	Bacillus subtilis QB928	Finished	Bacteria	2518645535	1220533	Firmicutes	Bacilli	4236	0.44	4146839
2687453615	Bacillus subtilis SG6	Finished	Bacteria	2687453615	1423	Firmicutes	Bacilli	4178	0.44	4079669
2687453122	Bacillus subtilis SZMC 6179J	Finished	Bacteria	2687453122	1423	Firmicutes	Bacilli	4343	0.44	4195195
2645728007	Bacillus subtilis TO-A JPC	Finished	Bacteria	2645728007	1423	Firmicutes	Bacilli	4207	0.44	4090708
2684623045	Bacillus subtilis UD1022	Finished	Bacteria	2684623045	1423	Firmicutes	Bacilli	4118	0.44	4025326
2718218428	Bacillus subtilis VV2	Finished	Bacteria	2718218428	1423	Firmicutes	Bacilli	4085	0.44	4013819
2540341094	Bacillus subtilis XF-1	Finished	Bacteria	2540341094	1233100	Firmicutes	Bacilli	3957	0.44	4061186
2671181184	Bacillus subtilis globigii ATCC 49760	Finished	Bacteria	2671181184	1496303	Firmicutes	Bacilli	4241	0.43	4175482
2687453378	Bacillus subtilis inaquosorum DE111	Finished	Bacteria	2687453378	483913	Firmicutes	Bacilli	4231	0.44	4143890
650377907	Bacillus subtilis natto BEST195	Finished	Bacteria	650377907	645657	Firmicutes	Bacilli	4508	0.44	4097429
2645727729	Bacillus subtilis spizizenii NRS 231	Finished	Bacteria	2645727729	96241	Firmicutes	Bacilli	4125	0.44	4027672
2511231064	Bacillus subtilis spizizenii TU-B-10, DSM 15029	Finished	Bacteria	2511231064	1052585	Firmicutes	Bacilli	4475	0.44	4207222
648028008	Bacillus subtilis spizizenii W23	Finished	Bacteria	648028008	655816	Firmicutes	Bacilli	4168	0.44	4027676
2660238205	Bacillus subtilis subtilis 168	Finished	Bacteria	2660238205	224308	Firmicutes	Bacilli	4368	0.44	4215619
646311909	Bacillus subtilis subtilis 168	Finished	Bacteria	646311909	224308	Firmicutes	Bacilli	4354	0.44	4215606
2718218347	Bacillus subtilis subtilis 168G	Finished	Bacteria	2718218347	135461	Firmicutes	Bacilli	4372	0.44	4214812
2630968868	Bacillus subtilis subtilis 3NA	Finished	Bacteria	2630968868	135461	Firmicutes	Bacilli	4344	0.44	4195102
2540341072	Bacillus subtilis subtilis 6051-HGW	Finished	Bacteria	2540341072	1147161	Firmicutes	Bacilli	4337	0.44	4215610
2585427616	Bacillus subtilis subtilis AG1839	Finished	Bacteria	2585427616	1221328	Firmicutes	Bacilli	4349	0.43	4193640
2554235394	Bacillus subtilis subtilis BAB-1	Finished	Bacteria	2554235394	1302650	Firmicutes	Bacilli	4119	0.44	4021944
2671181081	Bacillus subtilis subtilis BSD-2	Finished	Bacteria	2671181081	135461	Firmicutes	Bacilli	4098	0.44	4030837
2521172700	Bacillus subtilis subtilis BSP1	Finished	Bacteria	2521172700	1192196	Firmicutes	Bacilli	3948	0.44	4043754
2585427617	Bacillus subtilis subtilis JH642 subAG174	Finished	Bacteria	2585427617	1232554	Firmicutes	Bacilli	4345	0.43	4188369
2585427626	Bacillus subtilis subtilis OH 131.1 (contamination screened)	Finished	Bacteria	2585427626	1404258	Firmicutes	Bacilli	4061	0.44	4039155
2667527493	Bacillus subtilis subtilis PS832	Finished	Bacteria	2667527493	1423	Firmicutes	Bacilli	4370	0.44	4215367
2721755478	Bacillus subtilis subtilis QB5412	Finished	Bacteria	2721755478	135461	Firmicutes	Bacilli	4372	0.44	4217945
2721755582	Bacillus subtilis subtilis QB5413	Finished	Bacteria	2721755582	135461	Firmicutes	Bacilli	5115	0.43	4217957
2511231173	Bacillus subtilis subtilis RO-NN-1	Finished	Bacteria	2511231173	1052588	Firmicutes	Bacilli	4257	0.44	4011949
2718218018	Bacillus subtilis subtilis delta6	Finished	Bacteria	2718218018	135461	Firmicutes	Bacilli	4005	0.44	3876919
2645727829	Bacillus thuringiensis 97-27	Finished	Bacteria	2645727829	281309	Firmicutes	Bacilli	5425	0.35	5235838
2654588012	Bacillus thuringiensis 97-27 null replaces 81718	Finished	Bacteria	2654588012	281309	Firmicutes	Bacilli	5515	0.35	5312686
